ITINERARY_ID,SEQ,TITLE,CONTENT
387637,100,Combine with,Cuban Fusion
387637,100,Add stay,Add a 7 night stay in Jamaica
374071,1,Ship Name,Marella Discovery 2
374071,2,Cruise Name,Iconic Italia
374071,7,Key Features - Itinerary,<ul><li>Historic Rome</li><li>Canoli tasting in Messina</li><li>The Spartan City of Taranto</li></ul>
267445,1,Ship Name,Marella Explorer
267445,2,Cruise Name,Highlights of the Mediterranean
267445,7,Key Features - Itinerary,<ul><li>Rome&#8217;s Colosseum</li><li>Barcelona&#8217;s Sagrada Familia</li><li>The Leaning Tower of Pisa</li></ul>
267445,100,Please Note,*Tender to shore<br /><br />Just so you know this itinerary may vary by sailing date. Please speak to your Travel Advisor for more details.
267445,100,Combine with,Cosmopolitan Classics Mediterranean Secrets or Magic of Spain
267445,100,Add stay,3 4 or 7-night stay in Majorca
267445,100,Brochure production comment,Please add a New Ship plug. See brief 17608.
267447,1,Ship Name,Marella Explorer
267447,2,Cruise Name,Cosmopolitan Classics
267447,7,Key Features - Itinerary,<ul><li>Palermo&#8217;s opera house</li><li>The ruins of Pompeii</li><li>Glitzy Monte Carlo</li></ul>
267447,100,Please Note,Just so you know this itinerary may vary by sailing date. Please speak to your Travel Advisor for more details.<br /><br />*Tender to shore
267447,100,Combine with,Highlights of the Mediterranean Magic of Spain or Mediterranean Secrets
267447,100,Add stay,3 4 or 7-night stay in Majorca
267447,100,Brochure production comment,Please add the New Ship plug. See brief 17608.
267449,1,Ship Name,Marella Explorer
267449,2,Cruise Name,Magic of Spain
267449,7,Key Features - Itinerary,<ul><li>Flamenco shows in Seville</li><li>The Rock of Gibraltar</li><li>Lisbon&#8217;s Jer&#243;nimos monastery</li></ul>
267449,100,Combine with,Highlights of the Mediterranean or Cosmopolitan Classics
267449,100,Add stay,3 4 or 7-night stay in Majorca
267449,100,Please Note,Just so you know this itinerary may vary by sailing date. Please speak to your Travel Advisor for more details.
267449,100,Brochure production comment,Please add a New Ship plug. See brief 17608.
267451,1,Ship Name,Marella Explorer
267451,2,Cruise Name,Mediterranean Secrets
267451,7,Key Features - Itinerary,<ul><li>Calvi&#8217;s 15th-century Citadel</li><li>The Duomo in Florence</li><li>Tarragona&#8217;s Roman amphitheatre</li></ul>
267451,100,Combine with,Highlights of the Mediterranean or Cosmopolitan Classics
267451,100,Add stay,3 4 or 7-night stay in Majorca
267451,100,Please Note,*Tender to shore<br /><br />Just so you know this itinerary may vary by sailing date. Please speak to your Travel Advisor for more details.
267451,100,Brochure production comment,Please add a New Ship plug. See brief 17608.
310547,1,Ship Name,Marella Explorer
310547,2,Cruise Name,Cosmopolitan Classics
310547,100,Please Note,*Tender to shore
310549,1,Ship Name,Marella Explorer
310549,2,Cruise Name,Magic of Spain
277227,1,Ship Name,Marella Explorer
277227,2,Cruise Name,Highlights of the Mediterranean
277227,7,Key Features - Itinerary,<ul><li>Rome&#8217;s Colosseum</li><li>Barcelona&#8217;s Sagrada Familia</li><li>The Leaning Tower of Pisa</li></ul>
277227,100,Please Note,*Tender to shore
307715,1,Ship Name,Marella Explorer
307715,2,Cruise Name,Magic of Spain
307715,7,Key Features - Itinerary,<ul><li>Flamenco shows in Seville</li><li>The Rock of Gibraltar</li><li>Lisbon&#8217;s Jer&#243;nimos monastery</li></ul>
307715,100,Combine with,Highlights of the Mediterranean or Cosmopolitan Classics
307715,100,Add stay,3 4 or 7-night stay in Majorca
307715,100,Please Note,Just so you know this itinerary may vary by sailing date. Please speak to your Travel Advisor for more details.
307715,100,Brochure production comment,Please add a New Ship plug. See brief 17608.
307721,1,Ship Name,Marella Explorer
307721,2,Cruise Name,Cosmopolitan Classics
307721,7,Key Features - Itinerary,<ul><li>Palermo&#8217;s opera house</li><li>The ruins of Pompeii</li><li>Glitzy Monte Carlo</li></ul>
307721,100,Please Note,Just so you know this itinerary may vary by sailing date. Please speak to your Travel Advisor for more details.<br /><br />*Tender to shore
307721,100,Combine with,Highlights of the Mediterranean Magic of Spain or Mediterranean Secrets
307721,100,Add stay,3 4 or 7-night stay in Majorca
307721,100,Brochure production comment,Please add the New Ship plug. See brief 17608.
307727,1,Ship Name,Marella Explorer
307727,2,Cruise Name,Highlights of the Mediterranean
307727,7,Key Features - Itinerary,<ul><li>Rome&#8217;s Colosseum</li><li>Barcelona&#8217;s Sagrada Familia</li><li>The Leaning Tower of Pisa</li></ul>
307727,100,Please Note,*Tender to shore<br /><br />Just so you know this itinerary may vary by sailing date. Please speak to your Travel Advisor for more details.
307727,100,Combine with,Cosmopolitan Classics Mediterranean Secrets or Magic of Spain
307727,100,Add stay,3 4 or 7-night stay in Majorca
307727,100,Brochure production comment,Please add a New Ship plug. See brief 17608.
307733,1,Ship Name,Marella Explorer
307733,2,Cruise Name,Mediterranean Secrets
307733,7,Key Features - Itinerary,<ul><li>Calvi&#8217;s 15th-century Citadel</li><li>The Duomo in Florence</li><li>Tarragona&#8217;s Roman amphitheatre</li></ul>
307733,100,Combine with,Highlights of the Mediterranean or Cosmopolitan Classics
307733,100,Add stay,3 4 or 7-night stay in Majorca
307733,100,Please Note,*Tender to shore<br /><br />Just so you know this itinerary may vary by sailing date. Please speak to your Travel Advisor for more details.
307733,100,Brochure production comment,Please add a New Ship plug. See brief 17608.
389263,1,Ship Name,Marella Explorer
389263,2,Cruise Name,Magic of Spain
389265,1,Ship Name,Marella Explorer
389265,2,Cruise Name,Cosmopolitan Classics
389265,100,Please Note,*Tender to shore
389267,1,Ship Name,Marella Explorer
389267,2,Cruise Name,Highlights of the Mediterranean
389267,7,Key Features - Itinerary,<ul><li>Rome&#8217;s Colosseum</li><li>Barcelona&#8217;s Sagrada Familia</li><li>The Leaning Tower of Pisa</li></ul>
389267,100,Please Note,*Tender to shore
321873,1,Ship Name,Marella Explorer
321873,2,Cruise Name,Transatlantic Homecoming
321873,4,Adults Only,Please see A-Z Guide.
321873,7,Key Features - Itinerary,<ul><li>The British Virgin Islands&#8217; secluded bays</li><li>St Malos walled old town</li><li>The adventurous Azores</li></ul>
321881,1,Ship Name,Marella Explorer
321881,2,Cruise Name,Transatlantic Homecoming
321881,4,Adults Only,Please see A-Z Guide.
321881,7,Key Features - Itinerary,<ul><li>The British Virgin Islands&#8217; secluded bays</li><li>St Malos walled old town</li><li>The adventurous Azores</li></ul>
321881,100,Please Note,Just so you know you can disembark this itinerary in Southampton. Please speak to your Travel Advisor for more details.
321895,1,Ship Name,Marella Explorer
321895,2,Cruise Name,Atlantic Adventure
321895,4,Adults Only,Please see A-Z Guide.
321895,7,Key Features - Itinerary,<ul><li>The Alhambra</li><li>St Lucia&#8217;s silky sands</li><li>Swim with stingrays in Antigua</li></ul>
321907,1,Ship Name,Marella Explorer
321907,2,Cruise Name,Paradise Islands
321907,7,Key Features - Itinerary,<ul><li>Rainforest hiking in St Kitts</li><li>Porcelain sands in Antigua</li><li>National Park in the British Virgin Islands</li></ul>
321907,100,Sailing Dates,Sailings in 2018: 11 Nov 25 Nov 9 Dec 23 Dec<br />Sailings in 2019: 6 Jan 20 Jan 3 Feb 17 Feb 3 Mar 17 Mar 31 Mar 14 Apr
321907,100,Combine with,Tropical Delights or Seven Shores
321907,100,Add stay,Add a 7 night stay in Barbados
321907,100,Please Note,*Tender to shore<br /><br />Just so you know this itinerary varies by sailing date. Please speak to your Travel Advisor for more details.
321911,1,Ship Name,Marella Explorer
321911,2,Cruise Name,Paradise Islands
321911,7,Key Features - Itinerary,<ul><li>Rainforest hiking in St Kitts</li><li>Porcelain sands in Antigua</li><li>National Park in the British Virgin Islands</li></ul>
321913,1,Ship Name,Marella Explorer
321913,2,Cruise Name,Seven Shores
321913,7,Key Features - Itinerary,<ul><li>River tubing in Dominica</li><li>French-flavoured Martinique</li><li>St Vincent&#8217;s idyllic beaches</li></ul>
321913,100,Sailing Dates,Sailings in 2018: 2 Dec 30 Dec<br />Sailings in 2019: 27 Jan 24 Feb 24 Mar 21 Apr
321913,100,Combine with,Paradise Islands or Transatlantic Discovery for a 27 night itinerary
321913,100,Add stay,Add a 7 night stay in Barbados
321913,100,Please Note,Just so you know this itinerary varies by sailing date. Please speak to your Travel Advisor for more details.
321915,1,Ship Name,Marella Explorer
321915,2,Cruise Name,Seven Shores
321915,7,Key Features - Itinerary,<ul><li>River tubing in Dominica</li><li>French-flavoured Martinique</li><li>St Vincent&#8217;s idyllic beaches</li></ul>
321917,1,Ship Name,Marella Explorer
321917,2,Cruise Name,Tropical Delights
321917,7,Key Features - Itinerary,<ul><li>Snorkelling in Bonaire</li><li>Arubas tropical beaches</li><li>Yacht sailing in Willemstad</li></ul>
321917,100,Please Note,Just so you know this itinerary may vary by sailing date. Please speak to your Travel Advisor for more details.
321917,100,Combine with,Paradise Islands
321917,100,Add stay,Add a 7 night stay in Barbados
388677,1,Ship Name,Marella Explorer
388677,2,Cruise Name,Magic of Spain
388677,7,Key Features - Itinerary,<ul><li>Flamenco shows in Seville</li><li>The Rock of Gibraltar</li><li>Lisbon&#8217;s Jer&#243;nimos monastery</li></ul>
388677,100,Combine with,Highlights of the Mediterranean or Cosmopolitan Classics
388677,100,Add stay,3 4 or 7-night stay in Majorca
388677,100,Please Note,Just so you know this itinerary may vary by sailing date. Please speak to your Travel Advisor for more details.
388677,100,Brochure production comment,Please add a New Ship plug. See brief 17608.
388679,1,Ship Name,Marella Explorer
388679,2,Cruise Name,Magic of Spain
388679,7,Key Features - Itinerary,<ul><li>Flamenco shows in Seville</li><li>The Rock of Gibraltar</li><li>Lisbon&#8217;s Jer&#243;nimos monastery</li></ul>
388679,100,Combine with,Highlights of the Mediterranean or Cosmopolitan Classics
388679,100,Add stay,3 4 or 7-night stay in Majorca
388679,100,Please Note,Just so you know this itinerary may vary by sailing date. Please speak to your Travel Advisor for more details.
388679,100,Brochure production comment,Please add a New Ship plug. See brief 17608.
388681,1,Ship Name,Marella Explorer
388681,2,Cruise Name,Magic of Spain
388681,7,Key Features - Itinerary,<ul><li>Flamenco shows in Seville</li><li>The Rock of Gibraltar</li><li>Lisbon&#8217;s Jer&#243;nimos monastery</li></ul>
388681,100,Combine with,Highlights of the Mediterranean or Cosmopolitan Classics
388681,100,Add stay,3 4 or 7-night stay in Majorca
388681,100,Please Note,Just so you know this itinerary may vary by sailing date. Please speak to your Travel Advisor for more details.
388681,100,Brochure production comment,Please add a New Ship plug. See brief 17608.
388683,1,Ship Name,Marella Explorer
388683,2,Cruise Name,Magic of Spain
388683,7,Key Features - Itinerary,<ul><li>Flamenco shows in Seville</li><li>The Rock of Gibraltar</li><li>Lisbon&#8217;s Jer&#243;nimos monastery</li></ul>
388683,100,Combine with,Highlights of the Mediterranean or Cosmopolitan Classics
388683,100,Add stay,3 4 or 7-night stay in Majorca
388683,100,Please Note,Just so you know this itinerary may vary by sailing date. Please speak to your Travel Advisor for more details.
388683,100,Brochure production comment,Please add a New Ship plug. See brief 17608.
388685,1,Ship Name,Marella Explorer
388685,2,Cruise Name,Cosmopolitan Classics
388685,7,Key Features - Itinerary,<ul><li>Palermo&#8217;s opera house</li><li>The ruins of Pompeii</li><li>Glitzy Monte Carlo</li></ul>
388685,100,Please Note,Just so you know this itinerary may vary by sailing date. Please speak to your Travel Advisor for more details.<br /><br />*Tender to shore
388685,100,Combine with,Highlights of the Mediterranean Magic of Spain or Mediterranean Secrets
388685,100,Add stay,3 4 or 7-night stay in Majorca
388685,100,Brochure production comment,Please add the New Ship plug. See brief 17608.
388687,1,Ship Name,Marella Explorer
388687,2,Cruise Name,Cosmopolitan Classics
388687,7,Key Features - Itinerary,<ul><li>Palermo&#8217;s opera house</li><li>The ruins of Pompeii</li><li>Glitzy Monte Carlo</li></ul>
388687,100,Please Note,Just so you know this itinerary may vary by sailing date. Please speak to your Travel Advisor for more details.<br /><br />*Tender to shore
388687,100,Combine with,Highlights of the Mediterranean Magic of Spain or Mediterranean Secrets
388687,100,Add stay,3 4 or 7-night stay in Majorca
388687,100,Brochure production comment,Please add the New Ship plug. See brief 17608.
388689,1,Ship Name,Marella Explorer
388689,2,Cruise Name,Cosmopolitan Classics
388689,7,Key Features - Itinerary,<ul><li>Palermo&#8217;s opera house</li><li>The ruins of Pompeii</li><li>Glitzy Monte Carlo</li></ul>
388689,100,Please Note,Just so you know this itinerary may vary by sailing date. Please speak to your Travel Advisor for more details.<br /><br />*Tender to shore
388689,100,Combine with,Highlights of the Mediterranean Magic of Spain or Mediterranean Secrets
388689,100,Add stay,3 4 or 7-night stay in Majorca
388689,100,Brochure production comment,Please add the New Ship plug. See brief 17608.
388691,1,Ship Name,Marella Explorer
388691,2,Cruise Name,Cosmopolitan Classics
388691,7,Key Features - Itinerary,<ul><li>Palermo&#8217;s opera house</li><li>The ruins of Pompeii</li><li>Glitzy Monte Carlo</li></ul>
388691,100,Please Note,Just so you know this itinerary may vary by sailing date. Please speak to your Travel Advisor for more details.<br /><br />*Tender to shore
388691,100,Combine with,Highlights of the Mediterranean Magic of Spain or Mediterranean Secrets
388691,100,Add stay,3 4 or 7-night stay in Majorca
388691,100,Brochure production comment,Please add the New Ship plug. See brief 17608.
388693,1,Ship Name,Marella Explorer
388693,2,Cruise Name,Highlights of the Mediterranean
388693,7,Key Features - Itinerary,<ul><li>Rome&#8217;s Colosseum</li><li>Barcelona&#8217;s Sagrada Familia</li><li>The Leaning Tower of Pisa</li></ul>
388693,100,Please Note,*Tender to shore<br /><br />Just so you know this itinerary may vary by sailing date. Please speak to your Travel Advisor for more details.
388693,100,Combine with,Cosmopolitan Classics Mediterranean Secrets or Magic of Spain
388693,100,Add stay,3 4 or 7-night stay in Majorca
388693,100,Brochure production comment,Please add a New Ship plug. See brief 17608.
388695,1,Ship Name,Marella Explorer
388695,2,Cruise Name,Highlights of the Mediterranean
388695,7,Key Features - Itinerary,<ul><li>Rome&#8217;s Colosseum</li><li>Barcelona&#8217;s Sagrada Familia</li><li>The Leaning Tower of Pisa</li></ul>
388695,100,Please Note,*Tender to shore<br /><br />Just so you know this itinerary may vary by sailing date. Please speak to your Travel Advisor for more details.
388695,100,Combine with,Cosmopolitan Classics Mediterranean Secrets or Magic of Spain
388695,100,Add stay,3 4 or 7-night stay in Majorca
388695,100,Brochure production comment,Please add a New Ship plug. See brief 17608.
388697,1,Ship Name,Marella Explorer
388697,2,Cruise Name,Highlights of the Mediterranean
388697,7,Key Features - Itinerary,<ul><li>Rome&#8217;s Colosseum</li><li>Barcelona&#8217;s Sagrada Familia</li><li>The Leaning Tower of Pisa</li></ul>
388697,100,Please Note,*Tender to shore<br /><br />Just so you know this itinerary may vary by sailing date. Please speak to your Travel Advisor for more details.
388697,100,Combine with,Cosmopolitan Classics Mediterranean Secrets or Magic of Spain
388697,100,Add stay,3 4 or 7-night stay in Majorca
388697,100,Brochure production comment,Please add a New Ship plug. See brief 17608.
388699,1,Ship Name,Marella Explorer
388699,2,Cruise Name,Highlights of the Mediterranean
388699,7,Key Features - Itinerary,<ul><li>Rome&#8217;s Colosseum</li><li>Barcelona&#8217;s Sagrada Familia</li><li>The Leaning Tower of Pisa</li></ul>
388699,100,Please Note,*Tender to shore<br /><br />Just so you know this itinerary may vary by sailing date. Please speak to your Travel Advisor for more details.
388699,100,Combine with,Cosmopolitan Classics Mediterranean Secrets or Magic of Spain
388699,100,Add stay,3 4 or 7-night stay in Majorca
388699,100,Brochure production comment,Please add a New Ship plug. See brief 17608.
388701,1,Ship Name,Marella Explorer
388701,2,Cruise Name,Mediterranean Secrets
388701,7,Key Features - Itinerary,<ul><li>Calvi&#8217;s 15th-century Citadel</li><li>The Duomo in Florence</li><li>Tarragona&#8217;s Roman amphitheatre</li></ul>
388701,100,Combine with,Highlights of the Mediterranean or Cosmopolitan Classics
388701,100,Add stay,3 4 or 7-night stay in Majorca
388701,100,Please Note,*Tender to shore<br /><br />Just so you know this itinerary may vary by sailing date. Please speak to your Travel Advisor for more details.
388701,100,Brochure production comment,Please add a New Ship plug. See brief 17608.
388703,1,Ship Name,Marella Explorer
388703,2,Cruise Name,Mediterranean Secrets
388703,7,Key Features - Itinerary,<ul><li>Calvi&#8217;s 15th-century Citadel</li><li>The Duomo in Florence</li><li>Tarragona&#8217;s Roman amphitheatre</li></ul>
388703,100,Combine with,Highlights of the Mediterranean or Cosmopolitan Classics
388703,100,Add stay,3 4 or 7-night stay in Majorca
388703,100,Please Note,*Tender to shore<br /><br />Just so you know this itinerary may vary by sailing date. Please speak to your Travel Advisor for more details.
388703,100,Brochure production comment,Please add a New Ship plug. See brief 17608.
388705,1,Ship Name,Marella Explorer
388705,2,Cruise Name,Mediterranean Secrets
388705,7,Key Features - Itinerary,<ul><li>Calvi&#8217;s 15th-century Citadel</li><li>The Duomo in Florence</li><li>Tarragona&#8217;s Roman amphitheatre</li></ul>
388705,100,Combine with,Highlights of the Mediterranean or Cosmopolitan Classics
388705,100,Add stay,3 4 or 7-night stay in Majorca
388705,100,Please Note,*Tender to shore<br /><br />Just so you know this itinerary may vary by sailing date. Please speak to your Travel Advisor for more details.
388705,100,Brochure production comment,Please add a New Ship plug. See brief 17608.
388707,1,Ship Name,Marella Explorer
388707,2,Cruise Name,Mediterranean Secrets
388707,7,Key Features - Itinerary,<ul><li>Calvi&#8217;s 15th-century Citadel</li><li>The Duomo in Florence</li><li>Tarragona&#8217;s Roman amphitheatre</li></ul>
388707,100,Combine with,Highlights of the Mediterranean or Cosmopolitan Classics
388707,100,Add stay,3 4 or 7-night stay in Majorca
388707,100,Please Note,*Tender to shore<br /><br />Just so you know this itinerary may vary by sailing date. Please speak to your Travel Advisor for more details.
388707,100,Brochure production comment,Please add a New Ship plug. See brief 17608.
387737,1,Ship Name,Marella Explorer
387737,2,Cruise Name,Atlantic Adventure
387737,4,Adults Only,Please see A-Z Guide.
387737,7,Key Features - Itinerary,<ul><li>The Alhambra</li><li>St Lucia&#8217;s silky sands</li><li>Swim with stingrays in Antigua</li></ul>
387739,1,Ship Name,Marella Explorer
387739,2,Cruise Name,Atlantic Adventure
387739,4,Adults Only,Please see A-Z Guide.
387739,7,Key Features - Itinerary,<ul><li>The Alhambra</li><li>St Lucia&#8217;s silky sands</li><li>Swim with stingrays in Antigua</li></ul>
387741,1,Ship Name,Marella Explorer
387741,2,Cruise Name,Atlantic Adventure
387741,4,Adults Only,Please see A-Z Guide.
387741,7,Key Features - Itinerary,<ul><li>The Alhambra</li><li>St Lucia&#8217;s silky sands</li><li>Swim with stingrays in Antigua</li></ul>
387743,1,Ship Name,Marella Explorer
387743,2,Cruise Name,Transatlantic Homecoming
387743,4,Adults Only,Please see A-Z Guide.
387743,7,Key Features - Itinerary,<ul><li>The British Virgin Islands&#8217; secluded bays</li><li>St Malos walled old town</li><li>The adventurous Azores</li></ul>
387743,100,Please Note,Just so you know you can disembark this itinerary in Southampton. Please speak to your Travel Advisor for more details.
387745,1,Ship Name,Marella Explorer
387745,2,Cruise Name,Transatlantic Homecoming
387745,4,Adults Only,Please see A-Z Guide.
387745,7,Key Features - Itinerary,<ul><li>The British Virgin Islands&#8217; secluded bays</li><li>St Malos walled old town</li><li>The adventurous Azores</li></ul>
387745,100,Please Note,Just so you know you can disembark this itinerary in Southampton. Please speak to your Travel Advisor for more details.
387747,1,Ship Name,Marella Explorer
387747,2,Cruise Name,Transatlantic Homecoming
387747,4,Adults Only,Please see A-Z Guide.
387747,7,Key Features - Itinerary,<ul><li>The British Virgin Islands&#8217; secluded bays</li><li>St Malos walled old town</li><li>The adventurous Azores</li></ul>
387747,100,Please Note,Just so you know you can disembark this itinerary in Southampton. Please speak to your Travel Advisor for more details.
387749,1,Ship Name,Marella Explorer
387749,2,Cruise Name,Transatlantic Homecoming
387749,4,Adults Only,Please see A-Z Guide.
387749,7,Key Features - Itinerary,<ul><li>The British Virgin Islands&#8217; secluded bays</li><li>St Malos walled old town</li><li>The adventurous Azores</li></ul>
389163,1,Ship Name,Marella Explorer
389163,2,Cruise Name,Paradise Islands
389163,7,Key Features - Itinerary,<ul><li>Rainforest hiking in St Kitts</li><li>Porcelain sands in Antigua</li><li>National Park in the British Virgin Islands</li></ul>
389165,1,Ship Name,Marella Explorer
389165,2,Cruise Name,Seven Shores
389165,7,Key Features - Itinerary,<ul><li>River tubing in Dominica</li><li>French-flavoured Martinique</li><li>St Vincent&#8217;s idyllic beaches</li></ul>
387603,1,Ship Name,Marella Explorer
387603,2,Cruise Name,Paradise Islands
387603,7,Key Features - Itinerary,<ul><li>Rainforest hiking in St Kitts</li><li>Porcelain sands in Antigua</li><li>National Park in the British Virgin Islands</li></ul>
387603,100,Sailing Dates,Sailings in 2018: 11 Nov 25 Nov 9 Dec 23 Dec<br />Sailings in 2019: 6 Jan 20 Jan 3 Feb 17 Feb 3 Mar 17 Mar 31 Mar 14 Apr
387603,100,Combine with,Tropical Delights or Seven Shores
387603,100,Add stay,Add a 7 night stay in Barbados
387603,100,Please Note,*Tender to shore<br /><br />Just so you know this itinerary varies by sailing date. Please speak to your Travel Advisor for more details.
387605,1,Ship Name,Marella Explorer
387605,2,Cruise Name,Paradise Islands
387605,7,Key Features - Itinerary,<ul><li>Rainforest hiking in St Kitts</li><li>Porcelain sands in Antigua</li><li>National Park in the British Virgin Islands</li></ul>
387605,100,Sailing Dates,Sailings in 2018: 11 Nov 25 Nov 9 Dec 23 Dec<br />Sailings in 2019: 6 Jan 20 Jan 3 Feb 17 Feb 3 Mar 17 Mar 31 Mar 14 Apr
387605,100,Combine with,Tropical Delights or Seven Shores
387605,100,Add stay,Add a 7 night stay in Barbados
387605,100,Please Note,*Tender to shore<br /><br />Just so you know this itinerary varies by sailing date. Please speak to your Travel Advisor for more details.
387607,1,Ship Name,Marella Explorer
387607,2,Cruise Name,Paradise Islands
387607,7,Key Features - Itinerary,<ul><li>Rainforest hiking in St Kitts</li><li>Porcelain sands in Antigua</li><li>National Park in the British Virgin Islands</li></ul>
387607,100,Sailing Dates,Sailings in 2018: 11 Nov 25 Nov 9 Dec 23 Dec<br />Sailings in 2019: 6 Jan 20 Jan 3 Feb 17 Feb 3 Mar 17 Mar 31 Mar 14 Apr
387607,100,Combine with,Tropical Delights or Seven Shores
387607,100,Add stay,Add a 7 night stay in Barbados
387607,100,Please Note,*Tender to shore<br /><br />Just so you know this itinerary varies by sailing date. Please speak to your Travel Advisor for more details.
387609,1,Ship Name,Marella Explorer
387609,2,Cruise Name,Tropical Delights
387609,7,Key Features - Itinerary,<ul><li>Snorkelling in Bonaire</li><li>Arubas tropical beaches</li><li>Yacht sailing in Willemstad</li></ul>
387609,100,Please Note,Just so you know this itinerary may vary by sailing date. Please speak to your Travel Advisor for more details.
387609,100,Combine with,Paradise Islands
387609,100,Add stay,Add a 7 night stay in Barbados
387611,1,Ship Name,Marella Explorer
387611,2,Cruise Name,Tropical Delights
387611,7,Key Features - Itinerary,<ul><li>Snorkelling in Bonaire</li><li>Arubas tropical beaches</li><li>Yacht sailing in Willemstad</li></ul>
387611,100,Please Note,Just so you know this itinerary may vary by sailing date. Please speak to your Travel Advisor for more details.
387611,100,Combine with,Paradise Islands
387611,100,Add stay,Add a 7 night stay in Barbados
387613,1,Ship Name,Marella Explorer
387613,2,Cruise Name,Tropical Delights
387613,7,Key Features - Itinerary,<ul><li>Snorkelling in Bonaire</li><li>Arubas tropical beaches</li><li>Yacht sailing in Willemstad</li></ul>
387613,100,Please Note,Just so you know this itinerary may vary by sailing date. Please speak to your Travel Advisor for more details.
387613,100,Combine with,Paradise Islands
387613,100,Add stay,Add a 7 night stay in Barbados
387615,1,Ship Name,Marella Explorer
387615,2,Cruise Name,Seven Shores
387615,7,Key Features - Itinerary,<ul><li>River tubing in Dominica</li><li>French-flavoured Martinique</li><li>St Vincent&#8217;s idyllic beaches</li></ul>
387615,100,Sailing Dates,Sailings in 2018: 2 Dec 30 Dec<br />Sailings in 2019: 27 Jan 24 Feb 24 Mar 21 Apr
387615,100,Combine with,Paradise Islands or Transatlantic Discovery for a 27 night itinerary
387615,100,Add stay,Add a 7 night stay in Barbados
387615,100,Please Note,Just so you know this itinerary varies by sailing date. Please speak to your Travel Advisor for more details.
387617,1,Ship Name,Marella Explorer
387617,2,Cruise Name,Seven Shores
387617,7,Key Features - Itinerary,<ul><li>River tubing in Dominica</li><li>French-flavoured Martinique</li><li>St Vincent&#8217;s idyllic beaches</li></ul>
387617,100,Sailing Dates,Sailings in 2018: 2 Dec 30 Dec<br />Sailings in 2019: 27 Jan 24 Feb 24 Mar 21 Apr
387617,100,Combine with,Paradise Islands or Transatlantic Discovery for a 27 night itinerary
387617,100,Add stay,Add a 7 night stay in Barbados
387617,100,Please Note,Just so you know this itinerary varies by sailing date. Please speak to your Travel Advisor for more details.
387619,1,Ship Name,Marella Explorer
387619,2,Cruise Name,Seven Shores
387619,7,Key Features - Itinerary,<ul><li>River tubing in Dominica</li><li>French-flavoured Martinique</li><li>St Vincent&#8217;s idyllic beaches</li></ul>
387619,100,Sailing Dates,Sailings in 2018: 2 Dec 30 Dec<br />Sailings in 2019: 27 Jan 24 Feb 24 Mar 21 Apr
387619,100,Combine with,Paradise Islands or Transatlantic Discovery for a 27 night itinerary
387619,100,Add stay,Add a 7 night stay in Barbados
387619,100,Please Note,Just so you know this itinerary varies by sailing date. Please speak to your Travel Advisor for more details.
374081,1,Ship Name,Marella Explorer
374081,2,Cruise Name,Magic of Spain
374081,7,Key Features - Itinerary,<ul><li>Flamenco shows in Seville</li><li>The Rock of Gibraltar</li><li>Lisbon&#8217;s Jer&#243;nimos monastery</li></ul>
374081,100,Combine with,Highlights of the Mediterranean or Cosmopolitan Classics
374081,100,Add stay,3 4 or 7-night stay in Majorca
374081,100,Please Note,Just so you know this itinerary may vary by sailing date. Please speak to your Travel Advisor for more details.
374081,100,Brochure production comment,Please add a New Ship plug. See brief 17608.
374091,1,Ship Name,Marella Explorer
374091,2,Cruise Name,Cosmopolitan Classics
374091,7,Key Features - Itinerary,<ul><li>Palermo&#8217;s opera house</li><li>The ruins of Pompeii</li><li>Glitzy Monte Carlo</li></ul>
374091,100,Please Note,Just so you know this itinerary may vary by sailing date. Please speak to your Travel Advisor for more details.<br /><br />*Tender to shore
374091,100,Combine with,Highlights of the Mediterranean Magic of Spain or Mediterranean Secrets
374091,100,Add stay,3 4 or 7-night stay in Majorca
374091,100,Brochure production comment,Please add the New Ship plug. See brief 17608.
374101,1,Ship Name,Marella Explorer
374101,2,Cruise Name,Highlights of the Mediterranean
374101,7,Key Features - Itinerary,<ul><li>Rome&#8217;s Colosseum</li><li>Barcelona&#8217;s Sagrada Familia</li><li>The Leaning Tower of Pisa</li></ul>
374101,100,Please Note,*Tender to shore<br /><br />Just so you know this itinerary may vary by sailing date. Please speak to your Travel Advisor for more details.
374101,100,Combine with,Cosmopolitan Classics Mediterranean Secrets or Magic of Spain
374101,100,Add stay,3 4 or 7-night stay in Majorca
374101,100,Brochure production comment,Please add a New Ship plug. See brief 17608.
374111,1,Ship Name,Marella Explorer
374111,2,Cruise Name,Mediterranean Secrets
374111,7,Key Features - Itinerary,<ul><li>Calvi&#8217;s 15th-century Citadel</li><li>The Duomo in Florence</li><li>Tarragona&#8217;s Roman amphitheatre</li></ul>
374111,100,Combine with,Highlights of the Mediterranean or Cosmopolitan Classics
374111,100,Add stay,3 4 or 7-night stay in Majorca
374111,100,Please Note,*Tender to shore<br /><br />Just so you know this itinerary may vary by sailing date. Please speak to your Travel Advisor for more details.
374111,100,Brochure production comment,Please add a New Ship plug. See brief 17608.
267395,1,Ship Name,Marella Discovery
267395,2,Cruise Name,Hidden Treasures of Europe
267395,7,Key Features - Itinerary,<ul><li>Tram tours of historic Lisbon</li><li>Brest&#8217;s scenic coastline</li><li>Arty Bilbao</li></ul>
